ENSMUSG00000046897|Zfp740
ENSMUSG00000028973|Abcb8
ENSMUSG00000078813|Leng1
ENSMUSG00000030595|Nfkbib
ENSMUSG00000028381|Ugcg
ENSMUSG00000109336|Samd4b
ENSMUSG00000038542|Pcid2
ENSMUSG00000001983|Taco1
ENSMUSG00000020590|Snx13
ENSMUSG00000025159|Mms19
ENSMUSG00000025873|Faf2
