ENSMUSG00000042097|Zfp239
ENSMUSG00000020728|Cep112
ENSMUSG00000031949|Adat1
ENSMUSG00000066705|Fxyd6
ENSMUSG00000031703|Itfg1
ENSMUSG00000015461|Atf6b
ENSMUSG00000025823|Pdia4
ENSMUSG00000055707|Klhl26
ENSMUSG00000051978|Erich1
ENSMUSG00000032727|Mier3
ENSMUSG00000093565|Rab26os
