ENSMUSG00000059897|Zfp930
ENSMUSG00000021706|Zfyve16
ENSMUSG00000031918|Mtmr2
ENSMUSG00000008976|Gabpa
ENSMUSG00000037938|Chchd5
ENSMUSG00000028041|Adam15
ENSMUSG00000018001|Cyth3
ENSMUSG00000058587|Tmod3
ENSMUSG00000038780|Smurf1
ENSMUSG00000047731|Wbp1l
