ENSMUSG00000033972|Zfp944
ENSMUSG00000041483|Zfp281
ENSMUSG00000075000|Nrbf2
ENSMUSG00000071253|Slc25a16
ENSMUSG00000019818|Cd164
ENSMUSG00000042472|Zfp410
ENSMUSG00000006127|Inpp5k
ENSMUSG00000034551|Hdx
ENSMUSG00000042772|Smg7
ENSMUSG00000028910|Mecr
