ENSMUSG00000037001|Zfp39
ENSMUSG00000048911|Rnf24
ENSMUSG00000042369|Rbm45
ENSMUSG00000024276|Zfp397
ENSMUSG00000050846|Zfp623
ENSMUSG00000057894|Zfp329
ENSMUSG00000049321|Zfp2
ENSMUSG00000043140|Tmem186
ENSMUSG00000022515|Anks3
ENSMUSG00000022837|Iqcb1
