ENSMUSG00000047264|Zfp358
ENSMUSG00000030330|Ing4
ENSMUSG00000033760|Rbm4b
ENSMUSG00000006418|Rnf114
ENSMUSG00000024298|Zfp871
ENSMUSG00000025907|Rb1cc1
ENSMUSG00000040054|Baz2a
ENSMUSG00000028811|Yars
ENSMUSG00000026791|Slc2a8
ENSMUSG00000021555|Naa35
