ENSMUSG00000048728|Zfp454
ENSMUSG00000021245|Mlh3
ENSMUSG00000062822|4833420G17Rik
ENSMUSG00000006720|Zfp184
ENSMUSG00000034064|Poglut1
ENSMUSG00000030059|Tmf1
ENSMUSG00000024906|Mus81
ENSMUSG00000008200|Fnbp4
ENSMUSG00000095253|Zfp799
ENSMUSG00000029027|Dffb
