ENSMUSG00000041258|Zfp236
ENSMUSG00000021264|Yy1
ENSMUSG00000022607|Ptk2
ENSMUSG00000039738|Slx4
ENSMUSG00000022801|Lrch3
ENSMUSG00000024483|Ankhd1
ENSMUSG00000029518|Rab35
ENSMUSG00000025647|Shisa5
ENSMUSG00000018199|Trove2
ENSMUSG00000038145|Snrk
