ENSMUSG00000044786|Zfp36
ENSMUSG00000047747|Rnf150
ENSMUSG00000003541|Ier3
ENSMUSG00000016528|Mapkapk2
ENSMUSG00000037966|Ninj1
ENSMUSG00000000078|Klf6
ENSMUSG00000024177|Nme4
ENSMUSG00000027423|Snx5
ENSMUSG00000038332|Sesn1
ENSMUSG00000068220|Lgals1
